"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
17783,735,408,12,"7",0,85,"",,
17784,735,385,17,"8",0,84,"",,
17785,735,425,14,"9",0,84,"",,
17786,735,430,20,"10",0,81,"",,
17787,735,403,15,"11",0,81,"",,
17788,735,418,6,"12",0,77,"",,
17789,735,364,7,"13",0,66,"",,
17790,735,454,11,"14",0,63,"",,
17791,735,404,5,"R",0,45,"",,
17792,735,341,8,"R",0,42,"",,
17793,735,456,13,"R",0,41,"",,
17794,735,401,16,"R",0,25,"",,
17795,735,438,21,"R",0,18,"",,
17796,735,427,19,"R",0,17,"",,
17797,735,373,1,"R",0,12,"",,
17798,735,464,0,"F",0,0,"",,
17799,735,465,0,"F",0,0,"",,
17800,735,460,0,"F",0,0,"",,
17801,735,437,0,"F",0,0,"",,
17802,735,346,0,"F",0,0,"",,
17803,735,467,0,"F",0,0,"",,
17804,735,444,0,"F",0,0,"",,
17805,735,463,0,"F",0,0,"",,
17806,735,439,0,"F",0,0,"",,
17807,735,442,0,"W",0,0,"",,
17808,736,373,1,"1",9,100,"07:13.0",,
17809,736,289,3,"2",6,100,"9.2",,
17810,736,360,6,"3",4,99,"",,
17811,736,356,5,"4",3,99,"",,
17812,736,364,4,"5",2,99,"",,
17813,736,418,7,"6",1,99,"",,
17814,736,408,10,"7",0,97,"",,
17815,736,404,16,"8",0,96,"",,
17816,736,468,13,"9",0,96,"",,
17817,736,469,17,"10",0,93,"",,
17818,736,434,15,"11",0,91,"",,
20785,841,13,8,"7",6,58,"+1:25.186",55,214.631
20786,841,67,10,"8",4,57,"",44,210.167
20787,841,16,16,"9",2,57,"",55,208.583
20788,841,814,14,"10",1,57,"",40,207.641
20789,841,153,12,"11",0,57,"",41,211.025
20790,841,2,18,"12",0,57,"",43,206.661
20791,841,15,20,"13",0,56,"",52,206.275
20792,841,816,22,"14",0,54,"",44,201.969
20793,841,10,21,"N",0,49,"",48,199.3
20794,841,22,17,"R",0,48,"",47,208.861
20795,841,3,7,"R",0,22,"",21,204.173
20796,841,5,19,"R",0,19,"",19,201.129
20797,841,30,11,"R",0,19,"",13,200.283
20798,841,813,15,"R",0,9,"",7,202.873
20799,841,155,9,"D",0,58,"",51,211.218
20800,841,815,13,"D",0,58,"",39,212.209
20801,842,20,1,"1",25,56,"37:39.8",33,196.523
20802,842,18,4,"2",18,56,"3.261",50,197.057
20803,842,2,6,"3",15,56,"25.075",47,196.508
20804,842,17,3,"4",12,56,"26.384",46,198.415
20805,842,13,7,"5",10,56,"36.958",41,195.637
20806,842,4,5,"6",8,56,"37.248",49,198.127
20807,842,155,10,"7",6,56,"+1:06.439",39,195.453
20808,842,1,2,"8",4,56,"+1:09.957",54,196.575
20809,842,30,11,"9",2,56,"+1:24.896",45,194.698
20810,842,814,14,"10",1,56,"+1:31.563",48,193.956
20811,842,16,17,"11",0,55,"+1:41.379",34,193.786
20812,842,3,9,"12",0,55,"",45,196.062
20813,842,67,12,"13",0,55,"",36,194.379
20814,842,153,13,"14",0,55,"",37,192.346
20815,842,5,19,"15",0,55,"",43,192.47
20816,842,10,21,"16",0,54,"",50,189.401
20817,842,808,8,"17",0,52,"",49,197.466
20818,842,24,23,"R",0,46,"",42,187.332
20819,842,816,22,"R",0,42,"",41,189.421
20820,842,15,20,"R",0,31,"",23,189.54
20821,842,815,16,"R",0,23,"",19,193.177
20822,842,22,15,"R",0,22,"",10,189.116
20823,842,39,24,"R",0,14,"",5,182.427
20824,842,813,18,"R",0,8,"",5,188.806
20825,843,1,3,"1",25,56,"36:58.2",,
20826,843,20,1,"2",18,56,"5.198",,
20827,843,17,18,"3",15,56,"7.555",,
20828,843,18,2,"4",12,56,"10",,
20829,843,3,4,"5",10,56,"13.448",,
20830,843,13,6,"6",8,56,"15.84",,
20831,843,4,5,"7",6,56,"30.622",,
20832,843,30,14,"8",4,56,"31.026",,
20833,843,808,10,"9",2,56,"57.404",,
20834,843,155,13,"10",1,56,"+1:03.273",,
20835,843,814,8,"11",0,56,"+1:08.757",,
20836,843,2,16,"12",0,56,"+1:12.739",,
20837,843,22,15,"13",0,56,"+1:30.189",,
20838,843,67,9,"14",0,56,"+1:30.671",,
20839,843,16,11,"15",0,55,"",,
20840,843,5,19,"16",0,55,"",,
20841,843,815,12,"17",0,55,"",,
20842,843,813,17,"18",0,55,"",,
20843,843,15,20,"19",0,55,"",,
20844,843,816,21,"20",0,54,"",,
20845,843,10,22,"21",0,54,"",,
20846,843,24,23,"22",0,54,"",,
20847,843,39,24,"23",0,54,"",,
20848,843,153,7,"R",0,9,"",,
20849,844,20,1,"1",25,58,"30:17.6",50,213.669
20850,844,17,2,"2",18,58,"8.807",48,214.226
20851,844,4,5,"3",15,58,"10.075",48,212.86
20852,844,1,4,"4",12,58,"40.232",48,213.264
20853,844,3,3,"5",10,58,"47.539",47,212.169
20854,844,18,6,"6",8,58,"59.431",47,210.786
20855,844,2,9,"7",6,58,"+1:00.857",52,213.145
20856,844,808,7,"8",4,58,"+1:08.168",48,212.063
20857,844,67,16,"9",2,58,"+1:09.394",44,210.341
20858,844,155,24,"10",1,58,"+1:18.021",45,211.085
20859,844,13,10,"11",0,58,"+1:19.823",57,210.9
20860,844,30,8,"12",0,58,"+1:25.444",47,210.819
20861,844,16,12,"13",0,57,"",43,208.719
20862,844,815,15,"14",0,57,"",46,211.645
20863,844,22,11,"15",0,57,"",46,208.699
20864,844,153,17,"16",0,57,"",57,213.771
20865,844,813,14,"17",0,57,"",44,208.778
20866,844,15,19,"18",0,57,"",49,206.939
20867,844,5,18,"19",0,56,"",55,207.312
20868,844,816,23,"20",0,56,"",55,202.343
20869,844,39,22,"21",0,55,"",51,204.547
20870,844,24,20,"22",0,53,"",41,202.925
20871,844,814,13,"R",0,44,"",40,207.706
20872,844,10,21,"W",0,0,"",,
20873,845,20,2,"1",25,66,"39:03.3",60,192.262
20874,845,1,3,"2",18,66,"0.63",52,193.227
20875,845,18,5,"3",15,66,"35.697",63,191.48
20876,845,17,1,"4",12,66,"47.966",50,192.207
20877,845,4,4,"5",10,65,"",22,188.85
20878,845,30,10,"6",8,65,"",34,187.317
20879,845,3,7,"7",6,65,"",34,187.964
20880,845,2,24,"8",4,65,"",61,192.713
20881,845,815,12,"9",2,65,"",55,192.075
20882,845,155,14,"10",1,65,"",52,191.268
20883,845,808,6,"11",0,65,"",35,187.047
20884,845,814,16,"12",0,65,"",42,187.305
20885,845,16,17,"13",0,65,"",52,188.735
20886,845,67,11,"14",0,65,"",27,186.098
20887,845,813,9,"15",0,65,"",64,187.468
20888,845,153,13,"16",0,64,"",52,188.013
20889,845,22,19,"17",0,64,"",60,192.862
20890,845,15,18,"18",0,64,"",34,184.594
20891,845,10,20,"19",0,63,"",40,182.877
20892,845,816,23,"20",0,62,"",36,181.071
20893,845,39,22,"21",0,61,"",33,180.488
21815,884,822,16,"16",0,65,"",27,186.724
21816,884,819,22,"17",0,65,"",43,187.529
21817,884,824,20,"18",0,64,"",55,188.537
21818,884,820,21,"19",0,64,"",49,190.408
21819,884,818,12,"20",0,52,"",41,189.933
21820,884,823,18,"21",0,21,"",11,184.973
21821,884,154,6,"22",0,8,"",5,183.879
21822,885,3,1,"1",25,78,"17:52.1",74,153.51
21823,885,20,3,"2",18,78,"3.888",77,157.018
21824,885,17,4,"3",15,78,"6.314",77,153.637
21825,885,1,2,"4",12,78,"13.894",76,153.891
21826,885,16,8,"5",10,78,"21.477",74,153.578
21827,885,18,9,"6",8,78,"23.103",76,152.743
21828,885,4,6,"7",6,78,"26.734",77,151.55
21829,885,818,10,"8",4,78,"27.223",77,151.912
21830,885,814,17,"9",2,78,"27.608",77,151.789
21831,885,8,5,"10",1,78,"36.582",78,155.364
21832,885,807,11,"11",0,78,"42.572",29,150.576
21833,885,822,14,"12",0,78,"42.691",68,148.589
21834,885,821,19,"13",0,78,"43.212",71,152.811
21835,885,820,22,"14",0,78,"49.885",78,152.171
21836,885,823,15,"15",0,78,"+1:02.590",50,149.377
21837,885,815,7,"16",0,72,"",27,151.188
21838,885,154,13,"R",0,63,"",57,148.501
21839,885,817,12,"R",0,61,"",26,151.386
21840,885,824,20,"R",0,58,"",49,149.149
21841,885,813,16,"R",0,44,"",8,148.662
21842,885,13,21,"R",0,28,"",28,150.179
21843,885,819,18,"R",0,7,"",4,145.266
21844,886,20,1,"1",25,70,"32:09.1",55,205.06
21845,886,4,6,"2",18,70,"14.408",69,206.023
21846,886,1,2,"3",15,70,"15.942",69,205.615
21847,886,17,5,"4",12,70,"25.731",69,206.08
21848,886,3,4,"5",10,70,"+1:09.725",70,205.132
21849,886,818,7,"6",8,69,"",61,201.512
21850,886,814,17,"7",6,69,"",63,201.688
21851,886,13,16,"8",4,69,"",69,204.052
21852,886,8,10,"9",2,69,"",61,201.882
21853,886,16,8,"10",1,69,"",68,202.069
21854,886,815,12,"11",0,69,"",69,202.918
21855,886,18,14,"12",0,69,"",68,202.685
21856,886,154,22,"13",0,69,"",62,202.296
21857,886,822,3,"14",0,69,"",63,201.266
21858,886,817,11,"15",0,68,"",68,200.615
21859,886,813,13,"16",0,68,"",68,201.006
21860,886,824,19,"17",0,68,"",68,199.049
21861,886,819,18,"18",0,67,"",60,197.777
21862,886,820,20,"19",0,67,"",67,197.315
21863,886,821,15,"20",0,63,"",52,197.533
21864,886,807,9,"R",0,45,"",40,198.588
21865,886,823,21,"R",0,43,"",42,191.9
21866,887,3,2,"1",25,52,"32:59.5",50,226.744
21867,887,17,4,"2",18,52,"0.765",52,227.059
21868,887,4,9,"3",15,52,"7.124",50,225.396
21869,887,1,1,"4",12,52,"7.756",51,225.231
21870,887,8,8,"5",10,52,"11.257",49,222.339
21871,887,13,11,"6",8,52,"14.573",51,222.598
21872,887,16,6,"7",6,52,"16.335",35,221.002
21873,887,817,5,"8",4,52,"16.543",37,221.08
21874,887,814,21,"9",2,52,"17.943",52,222.465
21875,887,807,14,"10",1,52,"19.709",48,220.882
21876,887,813,15,"11",0,52,"21.135",52,221.126
21877,887,822,16,"12",0,52,"25.094",52,220.196
21878,887,18,10,"13",0,52,"25.969",39,220.096
21879,887,821,17,"14",0,52,"26.285",32,219.906
21880,887,819,18,"15",0,52,"31.613",52,218.43
21881,887,824,19,"16",0,52,"36.097",51,216.452
21882,887,820,20,"17",0,52,"+1:07.660",50,213.881
21883,887,823,22,"18",0,52,"+1:07.759",50,214.821
21884,887,154,7,"19",0,51,"",48,221.804
21885,887,815,13,"20",0,46,"",37,220.611
21886,887,20,3,"R",0,41,"",37,223.195
21887,887,818,12,"R",0,35,"",30,215.59
21888,888,20,2,"1",25,60,"41:14.7",59,196.814
21889,888,8,4,"2",18,60,"1.008",57,197.647
21890,888,154,5,"3",15,60,"5.83",57,195.956
21891,888,4,8,"4",12,60,"7.721",51,198.279
21892,888,1,1,"5",10,60,"26.927",57,196.83
21893,888,18,9,"6",8,60,"27.996",49,196.736
21894,888,17,3,"7",6,60,"37.562",55,195.53
21895,888,815,13,"8",4,60,"38.306",50,192.78
21896,888,3,11,"9",2,60,"46.821",55,196.778
21897,888,807,10,"10",1,60,"49.892",58,196.647
21898,888,814,12,"11",0,60,"53.771",43,191.918
21899,888,817,6,"12",0,60,"56.975",58,193.086
21900,888,16,15,"13",0,60,"57.738",60,193.42
21901,888,821,14,"14",0,60,"+1:00.160",56,193.469
21902,888,813,18,"15",0,60,"+1:01.929",56,196.544
21903,888,822,17,"16",0,59,"",56,197.216
21904,888,819,22,"17",0,59,"",51,189.916
21905,888,823,20,"18",0,59,"",40,188.133
21906,888,820,21,"19",0,59,"",47,188.374
21907,888,818,16,"R",0,22,"",12,186.67
21908,888,824,19,"R",0,21,"",20,185.617
21909,888,13,7,"R",0,3,"",3,187.408
21910,890,1,1,"1",25,70,"42:29.4",69,186.322
21911,890,8,6,"2",18,70,"10.938",61,184.982
21912,890,20,2,"3",15,70,"12.459",57,186.529
21913,890,17,10,"4",12,70,"18.044",61,187.603
21914,890,4,5,"5",10,70,"31.411",56,184.692
23459,973,1,1,"1",25,66,"35:56.5",64,200.471
23460,973,20,2,"2",18,66,"3.49",43,200.277
23461,973,817,6,"3",15,66,"+1:15.820",40,200.248
23462,973,815,8,"4",12,65,"",51,195.417
23463,973,839,10,"5",10,65,"",40,194.237
23464,973,807,13,"6",8,65,"",56,193.28
23465,973,832,12,"7",6,65,"",61,194.439
23466,973,836,15,"8",4,65,"",58,193.787
23467,973,826,19,"9",2,65,"",37,194.914
23468,973,154,14,"10",1,65,"",50,192.906
23469,973,828,16,"11",0,64,"",60,194.379
23470,973,4,7,"12",0,64,"",64,199.752
23471,973,13,9,"13",0,64,"",64,193.796
23472,973,825,11,"14",0,64,"",15,194.023
23473,973,835,17,"15",0,64,"",44,197.517
23474,973,840,18,"16",0,64,"",50,192.98
23475,973,822,3,"R",0,38,"",28,197.86
23476,973,838,20,"R",0,32,"",14,191.401
23477,973,830,5,"R",0,1,"",,
23478,973,8,4,"R",0,0,"",,
23479,974,20,2,"1",25,78,"44:44.3",38,159.669
23480,974,8,1,"2",18,78,"3.145",39,159.058
23481,974,817,5,"3",15,78,"3.745",51,158.577
23482,974,822,3,"4",12,78,"5.517",22,157.16
23483,974,830,4,"5",10,78,"6.199",56,157.387
23484,974,832,6,"6",8,78,"12.038",39,156.73
23485,974,1,13,"7",6,78,"15.801",54,158.433
23486,974,154,8,"8",4,78,"18.15",45,155.823
23487,974,13,14,"9",2,78,"19.445",50,156.947
23488,974,825,11,"10",1,78,"21.443",44,157.42
23489,974,835,16,"11",0,78,"22.737",55,156.801
23490,974,839,15,"12",0,78,"23.725",52,157.072
23491,974,815,7,"13",0,78,"39.089",76,160.561
23492,974,826,9,"14",0,71,"",43,156.955
23493,974,840,17,"15",0,71,"",71,157.912
23494,974,838,12,"R",0,66,"",45,156.697
23495,974,828,19,"R",0,63,"",39,156.362
23496,974,18,20,"R",0,57,"",47,156.194
23497,974,836,18,"R",0,57,"",25,153.948
23498,974,807,10,"R",0,15,"",13,154.242
23499,975,1,1,"1",25,70,"33:05.2",64,210.588
23500,975,822,3,"2",18,70,"19.783",65,206.862
23501,975,817,6,"3",15,70,"35.297",67,206.126
23502,975,20,2,"4",12,70,"35.907",70,210.115
23503,975,815,8,"5",10,70,"40.476",62,205.58
23504,975,839,9,"6",8,70,"40.716",68,205.904
23505,975,8,4,"7",6,70,"58.632",59,208.25
23506,975,807,10,"8",4,70,"+1:00.374",64,206.204
23507,975,840,17,"9",2,69,"",64,206.63
23508,975,154,14,"10",1,69,"",58,204.026
23509,975,835,15,"11",0,69,"",64,204.677
23510,975,825,18,"12",0,69,"",65,205.65
23511,975,828,19,"13",0,69,"",50,203.904
23512,975,838,16,"14",0,69,"",69,204.491
23513,975,836,20,"15",0,68,"",66,203.65
23514,975,4,12,"16",0,66,"",63,206.974
23515,975,826,11,"R",0,54,"",33,204.653
23516,975,830,5,"R",0,10,"",9,203.396
23517,975,13,7,"R",0,0,"",,
23518,975,832,13,"R",0,0,"",,
23519,976,817,10,"1",25,51,"03:55.6",46,206.048
23520,976,822,2,"2",18,51,"3.904",51,207.946
23521,976,840,8,"3",15,51,"4.009",44,205.605
23522,976,20,4,"4",12,51,"5.976",47,208.919
23523,976,1,1,"5",10,51,"6.188",46,208.862
23524,976,839,7,"6",8,51,"30.298",39,204.581
23525,976,825,12,"7",6,51,"41.753",45,203.277
23526,976,832,15,"8",4,51,"49.4",46,204.133
23527,976,4,19,"9",2,51,"59.551",49,205.488
23528,976,836,14,"10",1,51,"+1:29.093",46,201.743
23529,976,828,17,"11",0,51,"+1:31.794",45,201.619
23530,976,838,18,"12",0,51,"+1:32.160",45,202.636
23531,976,154,16,"13",0,50,"",45,202.289
23532,976,8,3,"14",0,46,"",44,204.76
23533,976,815,6,"R",0,39,"",37,204.67
23534,976,13,9,"R",0,25,"",10,201.33
23535,976,807,13,"R",0,24,"",9,199.111
23536,976,830,5,"R",0,12,"",10,203.112
23537,976,826,11,"R",0,9,"",9,199.372
23538,976,835,20,"R",0,7,"",5,193.518
23539,841,24,0,"F",0,0,"",,
23540,841,39,0,"F",0,0,"",,
23541,846,815,0,"W",0,0,"",,
23542,977,822,1,"1",25,71,"21:48.5",51,229.115
23543,977,20,2,"2",18,71,"0.658",69,230.306
23544,977,817,4,"3",15,71,"6.012",69,230.491
23545,977,1,8,"4",12,71,"7.43",69,230.597
23546,977,8,3,"5",10,71,"20.37",68,230.341
23547,977,154,6,"6",8,71,"+1:13.160",65,226.633
23548,977,815,7,"7",6,70,"",58,227.03
23549,977,839,9,"8",4,70,"",68,226.405
23550,977,13,17,"9",2,70,"",49,227.2
23551,977,840,18,"10",1,70,"",67,226.017
23552,977,835,16,"11",0,70,"",64,226.428
23553,977,838,13,"12",0,70,"",67,227.19
23554,977,807,11,"13",0,70,"",64,225.146
23555,977,836,20,"14",0,70,"",60,224.502
23556,977,828,19,"15",0,69,"",56,224.363
23557,977,826,14,"16",0,68,"",57,228.395
23558,977,832,10,"R",0,44,"",42,224.798
23559,977,825,15,"R",0,29,"",23,220.8
23560,977,4,12,"R",0,1,"",,
23561,977,830,5,"R",0,0,"",,
23562,978,1,1,"1",25,51,"21:27.4",48,234.025
23563,978,822,9,"2",18,51,"14.063",46,233.294
17819,736,401,8,"12",0,85,"",,
17820,736,347,9,"13",0,79,"",,
17821,736,386,2,"R",0,35,"",,
17822,736,427,19,"R",0,32,"",,
17823,736,470,12,"R",0,31,"",,
17824,736,341,20,"R",0,19,"",,
17825,736,430,14,"R",0,9,"",,
17826,736,456,0,"W",0,0,"",,
17827,736,440,0,"W",0,0,"",,
17828,737,289,2,"1",9,82,"08:03.3",,
17829,737,360,8,"2",6,82,"49.8",,
17830,737,408,6,"3",4,82,"50.3",,
17831,737,356,3,"4",3,82,"53.8",,
17832,737,404,4,"5",2,81,"",,
17833,737,410,10,"6",1,78,"",,
17834,737,386,7,"7",0,78,"",,
17835,737,340,12,"8",0,78,"",,
17836,737,471,17,"9",0,76,"",,
17837,737,413,13,"10",0,71,"",,
17838,737,430,16,"11",0,70,"",,
17839,737,373,1,"R",0,62,"",,
17840,737,411,14,"R",0,62,"",,
17841,737,456,11,"R",0,56,"",,
17842,737,472,15,"R",0,31,"",,
17843,737,341,5,"R",0,26,"",,
17844,737,401,9,"R",0,11,"",,
17845,737,473,0,"W",0,0,"",,
17846,737,474,0,"W",0,0,"",,
17847,737,438,0,"W",0,0,"",,
17848,737,368,0,"W",0,0,"",,
17849,738,475,1,"1",9,100,"45:50.1",,
17850,738,386,2,"2",6,100,"3.6",,
17851,738,403,5,"3",4,100,"41.3",,
17852,738,476,6,"4",3,98,"",,
17853,738,364,11,"5",2,98,"",,
17854,738,360,7,"6",1,95,"",,
17855,738,427,16,"7",0,95,"",,
17856,738,477,15,"8",0,93,"",,
17857,738,478,13,"9",0,91,"",,
17858,738,373,3,"10",0,89,"",,
17859,738,341,12,"11",0,68,"",,
17860,738,347,9,"12",0,59,"",,
17861,738,479,8,"13",0,54,"",,
17862,738,480,14,"R",0,42,"",,
17863,738,356,21,"R",0,38,"",,
17864,738,289,4,"R",0,11,"",,
17865,738,404,0,"W",0,0,"",,
17866,738,481,0,"F",0,0,"",,
17867,738,418,0,"F",0,0,"",,
17868,738,376,0,"F",0,0,"",,
17869,738,482,0,"F",0,0,"",,
17870,739,476,2,"1",9,75,"01:52.1",,
17871,739,403,1,"2",6,75,"0.9",,
17872,739,373,11,"3",4,75,"13.1",,
17873,739,475,4,"4",3,75,"22.2",,
17874,739,386,3,"5",2,75,"22.3",,
17875,739,356,7,"6",1,75,"+1:20.1",,
17876,739,341,9,"7",0,75,"+1:26.7",,
17877,739,289,5,"8",0,75,"+1:29.8",,
17878,739,479,8,"9",0,74,"",,
17879,739,364,6,"10",0,74,"",,
17880,739,347,12,"11",0,73,"",,
17881,739,360,14,"12",0,73,"",,
17882,739,401,16,"13",0,73,"",,
17883,739,430,17,"14",0,72,"",,
17884,739,478,13,"15",0,72,"",,
17885,739,418,0,"W",0,0,"",,
17886,739,437,0,"W",0,0,"",,
17887,740,403,1,"1",9,30,"03:03.8",,
17888,740,476,2,"2",6,30,"0.7",,
17889,740,386,5,"3",4,30,"19.5",,
17890,740,482,3,"4",3,30,"45.6",,
17891,740,341,4,"5",2,30,"+1:26.8",,
17892,740,364,10,"6",1,30,"+1:31.0",,
17893,740,347,9,"7",0,30,"+2:47.1",,
17894,740,475,8,"8",0,30,"+3:55.6",,
17895,740,453,13,"9",0,29,"",,
17896,740,418,12,"10",0,29,"",,
17897,740,430,14,"11",0,28,"",,
17898,740,373,16,"12",0,24,"",,
17899,740,479,7,"13",0,24,"",,
17900,740,289,6,"R",0,24,"",,
17901,740,427,20,"R",0,23,"",,
17902,740,385,17,"R",0,20,"",,
17903,740,356,11,"R",0,12,"",,
17904,740,360,15,"R",0,9,"",,
17905,740,404,18,"R",0,9,"",,
17906,740,376,23,"R",0,9,"",,
17907,740,435,19,"R",0,7,"",,
17908,740,459,0,"W",0,0,"",,
17909,740,455,0,"W",0,0,"",,
17910,740,437,0,"W",0,0,"",,
17911,740,477,0,"W",0,0,"",,
17912,740,481,0,"W",0,0,"",,
17913,741,394,12,"1",9,52,"14:17.5",,
17914,741,364,5,"2",6,52,"0.1",,
17915,741,373,9,"3",4,52,"+1:01.0",,
17916,741,404,10,"4",3,52,"+1:10.3",,
17917,741,360,8,"5",2,52,"+1:41.8",,
17918,741,289,6,"6",1,52,"+1:41.9",,
17919,741,347,13,"7",0,52,"+3:15.4",,
17920,741,456,15,"8",0,51,"",,
17921,741,403,1,"9",0,50,"",,
17922,741,481,25,"10",0,49,"",,
17923,741,480,22,"11",0,48,"",,
17924,741,418,16,"12",0,43,"",,
17925,741,427,23,"13",0,42,"",,
17926,741,437,24,"14",0,42,"",,
17927,741,386,3,"15",0,40,"",,
17928,741,475,4,"R",0,31,"",,
17929,741,435,20,"R",0,27,"",,
17930,741,430,17,"R",0,23,"",,
17931,741,376,19,"R",0,21,"",,
17932,741,476,2,"R",0,18,"",,
17933,741,483,26,"R",0,15,"",,
17934,741,356,14,"R",0,14,"",,
17935,741,428,21,"R",0,6,"",,
17936,741,341,7,"R",0,4,"",,
17937,741,479,11,"R",0,4,"",,
17938,741,453,18,"R",0,4,"",,
17939,741,455,0,"W",0,0,"",,
17940,741,485,0,"W",0,0,"",,
17941,741,478,0,"W",0,0,"",,
17942,741,482,0,"W",0,0,"",,
17943,741,484,0,"W",0,0,"",,
17944,742,476,4,"1",9,75,"40:53.6",,
17945,742,403,1,"2",6,75,"46",,
17946,742,386,2,"3",4,75,"46.8",,
17947,742,356,9,"4",3,75,"+1:08.6",,
17948,742,347,3,"5",2,75,"+1:16.2",,
17949,742,456,13,"6",1,75,"+1:26.2",,
17950,742,364,12,"7",0,74,"",,
17951,742,360,14,"8",0,74,"",,
17952,742,479,6,"9",0,73,"",,
17953,742,404,7,"10",0,72,"",,
17954,742,418,16,"11",0,71,"",,
17955,742,385,21,"12",0,71,"",,
17956,742,408,24,"13",0,69,"",,
17957,742,437,25,"14",0,69,"",,
17958,742,465,26,"15",0,69,"",,
17959,742,430,18,"16",0,69,"",,
20894,845,13,8,"R",0,58,"",24,188.12
20895,845,5,15,"R",0,48,"",34,184.93
20896,845,24,21,"R",0,28,"",22,178.496
20897,846,20,1,"1",25,78,"09:38.4",78,157.656
20898,846,4,4,"2",18,78,"1.138",77,157.236
20899,846,18,2,"3",15,78,"2.378",78,157.252
20900,846,17,3,"4",12,78,"23.101",78,157.724
20901,846,155,12,"5",10,78,"26.916",76,153.547
20902,846,1,9,"6",8,78,"27.21",54,154.456
20903,846,16,14,"7",6,77,"",77,152.449
20904,846,2,15,"8",4,77,"",77,154.436
20905,846,22,11,"9",2,77,"",76,153.008
20906,846,67,16,"10",1,77,"",77,152.526
20907,846,3,7,"11",0,76,"",56,152.784
20908,846,814,13,"12",0,76,"",75,152.736
20909,846,15,18,"13",0,76,"",66,147.938
20910,846,5,17,"14",0,76,"",54,149.036
20911,846,816,21,"15",0,75,"",75,147.731
20912,846,24,23,"16",0,75,"",74,147.414
20913,846,39,22,"17",0,74,"",74,145.338
20914,846,813,8,"18",0,73,"",62,152.387
20915,846,808,10,"R",0,67,"",57,150.191
20916,846,153,19,"R",0,66,"",59,152.961
20917,846,13,6,"R",0,32,"",16,149.921
20918,846,30,5,"R",0,32,"",30,150.674
20919,846,10,20,"R",0,30,"",30,146.451
20920,847,18,7,"1",25,70,"04:39.5",69,204.007
20921,847,20,1,"2",18,70,"2.709",69,203.317
20922,847,17,4,"3",15,70,"13.828",65,197.3
20923,847,30,8,"4",12,70,"14.219",70,198.382
20924,847,808,10,"5",10,70,"20.395",68,198.593
20925,847,13,3,"6",8,70,"33.225",68,198.357
20926,847,155,13,"7",6,70,"33.27",70,195.723
20927,847,153,24,"8",4,70,"35.964",69,195.339
20928,847,22,16,"9",2,70,"45.117",68,195.472
20929,847,67,15,"10",1,70,"47.056",69,197.461
20930,847,3,6,"11",0,70,"50.454",69,196.07
20931,847,37,17,"12",0,70,"+1:03.607",70,195.343
20932,847,24,20,"13",0,69,"",63,188.201
20933,847,39,22,"14",0,69,"",66,188.887
20934,847,816,23,"15",0,69,"",68,190.309
20935,847,10,21,"16",0,69,"",68,185.596
20936,847,15,18,"17",0,69,"",67,190.916
20937,847,814,11,"18",0,67,"",67,197.74
20938,847,813,12,"R",0,61,"",53,186.312
20939,847,2,9,"R",0,55,"",55,184.408
20940,847,16,14,"R",0,49,"",47,174.109
20941,847,4,2,"R",0,36,"",14,166.621
20942,847,5,19,"R",0,28,"",16,159.451
20943,847,1,5,"R",0,7,"",7,160.591
20944,848,20,1,"1",25,57,"39:36.2",53,191.536
20945,848,4,4,"2",18,57,"10.891",49,190.683
20946,848,17,2,"3",15,57,"27.255",39,190.262
20947,848,1,3,"4",12,57,"46.19",47,189.499
20948,848,13,5,"5",10,57,"51.705",53,189.945
20949,848,18,6,"6",8,57,"+1:00.065",57,190.623
20950,848,3,7,"7",6,57,"+1:38.090",53,188.215
20951,848,153,18,"8",4,56,"",53,188.343
20952,848,16,10,"9",2,56,"",53,188.439
20953,848,2,9,"10",1,56,"",51,187.759
20954,848,815,16,"11",0,56,"",41,187.672
20955,848,22,13,"12",0,56,"",55,187.344
20956,848,67,17,"13",0,56,"",47,187.395
20957,848,814,12,"14",0,56,"",54,187.849
20958,848,808,11,"15",0,56,"",41,189.124
20959,848,155,14,"16",0,56,"",42,188.456
20960,848,30,8,"17",0,56,"",50,186.544
20961,848,813,15,"18",0,56,"",47,189.155
20962,848,5,19,"19",0,55,"",44,185.697
20963,848,15,20,"20",0,55,"",28,183.681
20964,848,10,21,"21",0,55,"",49,182.957
20965,848,816,23,"22",0,55,"",51,182.042
20966,848,24,22,"23",0,54,"",37,181.612
20967,848,39,24,"24",0,54,"",32,181.123
20968,849,4,3,"1",25,52,"28:41.2",41,223.454
20969,849,20,2,"2",18,52,"16.511",38,221.918
20970,849,17,1,"3",15,52,"16.947",49,221.686
20971,849,1,10,"4",12,52,"28.986",39,220.499
20972,849,13,4,"5",10,52,"29.01",49,222.129
20973,849,3,9,"6",8,52,"+1:00.665",32,218.47
20974,849,815,12,"7",6,52,"+1:05.590",35,219.413
20975,849,2,16,"8",4,52,"+1:15.542",37,218.371
20976,849,30,13,"9",2,52,"+1:17.912",34,218.558
20977,849,153,18,"10",1,52,"+1:19.108",38,218.275
20978,849,16,11,"11",0,52,"+1:19.712",42,219.213
20979,849,808,14,"12",0,52,"+1:20.681",40,220.206
20980,849,22,15,"13",0,51,"",38,219.238
20981,849,813,7,"14",0,51,"",41,218.553
