"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
23329,966,825,14,"17",0,70,"",53,186.351
23330,966,826,18,"18",0,70,"",59,185.299
23331,966,821,17,"19",0,70,"",63,185.659
23332,966,154,22,"20",0,70,"",53,186.056
23333,966,839,20,"21",0,69,"",43,182.364
23334,966,836,16,"R",0,0,"",,
23335,967,1,1,"1",25,71,"01:01.3",44,181.137
23336,967,3,2,"2",18,71,"11.455",47,179.912
23337,967,830,4,"3",15,71,"21.481",67,181.846
23338,967,815,9,"4",12,71,"25.346",41,178.113
23339,967,20,5,"5",10,71,"26.334",70,179.968
23340,967,832,15,"6",8,71,"29.16",38,177.99
23341,967,807,8,"7",6,71,"29.827",69,178.862
23342,967,817,6,"8",4,71,"30.486",42,181.363
23343,967,831,21,"9",2,71,"42.62",70,177.189
23344,967,4,10,"10",1,71,"44.432",70,178.09
23345,967,822,11,"11",0,71,"45.292",70,180.246
23346,967,839,22,"12",0,71,"45.809",47,176.686
23347,967,826,14,"13",0,71,"51.192",42,177.333
23348,967,825,18,"14",0,71,"51.555",69,179.284
23349,967,836,19,"15",0,71,"+1:00.498",69,176.439
23350,967,18,17,"16",0,71,"+1:21.994",38,178.338
23351,967,821,12,"R",0,60,"",43,176.668
23352,967,13,13,"R",0,46,"",39,178.782
23353,967,835,16,"R",0,20,"",11,164.441
17528,724,432,20,"R",0,6,"",,
17529,724,437,19,"R",0,5,"",,
17530,724,438,22,"R",0,5,"",,
17531,724,360,5,"R",0,3,"",,
17532,724,289,4,"R",0,2,"",,
17533,724,278,14,"R",0,1,"",,
17534,724,435,7,"R",0,1,"",,
17535,724,404,11,"R",0,1,"",,
17536,724,385,3,"R",0,0,"",,
17537,724,429,0,"F",0,0,"",,
17538,724,420,0,"F",0,0,"",,
17539,724,441,0,"F",0,0,"",,
17540,724,442,0,"F",0,0,"",,
17541,724,403,0,"W",0,0,"",,
17542,724,394,0,"W",0,0,"",,
17543,724,418,0,"W",0,0,"",,
17544,725,373,3,"1",9,86,"24:19.6",,
17545,725,386,4,"2",6,86,"+1:35.0",,
17546,725,360,8,"3",4,85,"",,
17547,725,404,10,"4",3,84,"",,
17548,725,356,7,"5",2,84,"",,
17549,725,408,13,"6",1,84,"",,
17550,725,347,11,"7",0,84,"",,
17551,725,440,17,"8",0,84,"",,
17552,725,427,20,"9",0,83,"",,
17553,725,305,18,"10",0,82,"",,
17554,725,403,14,"11",0,79,"",,
17555,725,383,19,"12",0,79,"",,
17556,725,374,9,"13",0,73,"",,
17557,725,364,5,"14",0,64,"",,
17558,725,394,25,"15",0,63,"",,
17559,725,289,2,"16",0,59,"",,
17560,725,346,16,"R",0,40,"",,
17561,725,385,6,"R",0,37,"",,
17562,725,418,12,"R",0,26,"",,
17563,725,341,1,"R",0,16,"",,
17564,725,278,0,"W",0,0,"",,
17565,725,432,0,"F",0,0,"",,
17566,725,420,0,"F",0,0,"",,
17567,725,438,0,"F",0,0,"",,
17568,725,430,0,"F",0,0,"",,
17569,725,443,0,"F",0,0,"",,
17570,725,429,0,"F",0,0,"",,
17571,725,444,0,"F",0,0,"",,
17572,725,423,0,"W",0,0,"",,
17573,725,437,0,"W",0,0,"",,
17574,725,445,0,"W",0,0,"",,
17575,725,446,0,"W",0,0,"",,
17576,725,447,0,"W",0,0,"",,
17577,726,289,1,"1",9,110,"19:22.1",,
17578,726,386,4,"2",6,110,"34.3",,
17579,726,373,2,"3",4,109,"",,
17580,726,356,5,"4",3,108,"",,
17581,726,385,9,"5",2,106,"",,
17582,726,430,19,"6",1,99,"",,
17583,726,448,21,"7",0,88,"",,
17584,726,347,12,"8",0,85,"",,
17585,726,341,3,"9",0,82,"",,
17586,726,440,16,"10",0,76,"",,
17587,726,360,11,"11",0,74,"",,
17588,726,346,14,"R",0,56,"",,
17589,726,408,10,"R",0,44,"",,
17590,726,449,17,"R",0,44,"",,
17591,726,364,6,"R",0,42,"",,
17592,726,345,13,"R",0,36,"",,
17593,726,401,7,"R",0,24,"",,
17594,726,418,8,"R",0,14,"",,
17595,726,434,18,"R",0,6,"",,
17596,726,403,15,"R",0,4,"",,
17597,726,394,20,"R",0,0,"",,
17598,726,433,0,"W",0,0,"",,
17599,726,404,0,"W",0,0,"",,
17600,726,450,0,"W",0,0,"",,
17601,727,373,1,"1",9,65,"09:52.1",,
17602,727,356,10,"2",6,65,"+1:41.1",,
17603,727,386,5,"3",4,65,"+1:54.7",,
17604,727,289,3,"4",3,64,"",,
17605,727,347,8,"5",2,62,"",,
17606,727,364,4,"6",1,62,"",,
17607,727,434,16,"7",0,61,"",,
17608,727,440,15,"8",0,61,"",,
17609,727,346,9,"9",0,59,"",,
17610,727,430,18,"10",0,58,"",,
17611,727,382,11,"11",0,57,"",,
17612,727,403,17,"R",0,46,"",,
17613,727,385,7,"R",0,36,"",,
17614,727,360,6,"R",0,30,"",,
17615,727,345,20,"R",0,26,"",,
17616,727,418,14,"R",0,23,"",,
17617,727,341,2,"D",0,19,"",,
17618,727,401,12,"R",0,19,"",,
17619,727,394,21,"R",0,12,"",,
17620,727,278,19,"R",0,9,"",,
17621,727,408,13,"R",0,7,"",,
17622,727,451,0,"W",0,0,"",,
17623,727,433,0,"W",0,0,"",,
17624,727,404,0,"W",0,0,"",,
17625,727,452,0,"W",0,0,"",,
17626,729,289,2,"1",9,80,"11:02.1",,
17627,729,401,10,"2",6,80,"27.2",,
17628,729,403,9,"3",4,80,"+1:21.1",,
17629,729,394,12,"4",3,79,"",,
17630,729,408,15,"5",2,78,"",,
17631,729,430,14,"6",1,76,"",,
17632,729,347,13,"7",0,75,"",,
17633,729,453,7,"8",0,70,"",,
17634,729,373,3,"9",0,70,"",,
17635,729,454,11,"R",0,73,"",,
17636,729,386,7,"R",0,71,"",,
17637,729,404,6,"R",0,61,"",,
17638,729,418,16,"R",0,54,"",,
17639,729,455,20,"N",0,52,"",,
17640,729,364,8,"R",0,47,"",,
17641,729,360,5,"R",0,21,"",,
17642,729,456,17,"R",0,12,"",,
17643,729,341,1,"R",0,8,"",,
17644,729,356,4,"R",0,4,"",,
17645,729,457,10,"R",0,2,"",,
17646,729,458,0,"W",0,0,"",,
17647,729,427,0,"W",0,0,"",,
17648,730,360,3,"1",9,100,"46:29.7",,
17649,730,403,9,"2",6,100,"1.3",,
17650,730,385,10,"3",4,100,"+1:24.1",,
17651,730,341,11,"4",3,99,"",,
17652,730,347,18,"5",2,93,"",,
17653,730,289,2,"6",1,92,"",,
17654,730,435,4,"7",0,90,"",,
17655,730,356,6,"8",0,77,"",,
17656,730,404,8,"R",0,64,"",,
17657,730,373,1,"R",0,55,"",,
17658,730,456,12,"R",0,44,"",,
17659,730,408,19,"R",0,43,"",,
17660,730,401,17,"R",0,24,"",,
17661,730,364,5,"R",0,0,"",,
17662,730,427,7,"R",0,0,"",,
17663,730,386,14,"R",0,0,"",,
17664,730,346,0,"F",0,0,"",,
17665,730,453,0,"F",0,0,"",,
17666,730,418,0,"F",0,0,"",,
17667,730,430,0,"F",0,0,"",,
17668,730,425,0,"F",0,0,"",,
17669,730,454,0,"W",0,0,"",,
17670,730,424,0,"W",0,0,"",,
17671,730,459,0,"W",0,0,"",,
17672,731,373,13,"1",9,32,"07:32.3",,
17673,731,289,1,"2",6,32,"44.1",,
17674,731,403,4,"3",4,32,"+2:06.5",,
20681,351,15,21,"R",0,27,"",20,156.915
20682,351,24,16,"R",0,1,"",,
20683,352,20,1,"1",25,53,"30:27.3",51,223.219
20684,352,17,2,"2",18,53,"0.905",53,223.647
20685,352,4,4,"3",15,53,"2.721",53,222.815
20686,352,18,5,"4",12,53,"13.522",53,223.515
20687,352,1,8,"5",10,53,"39.595",35,219.633
20688,352,30,10,"6",8,53,"59.933",52,220.395
20689,352,155,14,"7",6,53,"+1:04.038",50,221.251
20690,352,2,11,"8",4,53,"+1:09.648",52,218.854
20691,352,22,7,"9",2,53,"+1:10.846",53,218.68
20692,352,67,18,"10",1,53,"+1:12.806",52,219.786
20693,352,153,16,"11",0,52,"",49,221.535
20694,352,5,20,"12",0,52,"",51,214.148
20695,352,15,19,"13",0,51,"",28,209.66
20696,352,10,22,"14",0,51,"",51,209.443
20697,352,811,23,"15",0,51,"",49,208.366
20698,352,29,24,"16",0,50,"",33,209.458
20699,352,3,6,"R",0,47,"",44,217.517
20700,352,16,15,"R",0,44,"",43,217.041
20701,352,9,3,"R",0,2,"",2,129.541
20702,352,807,9,"R",0,0,"",,
20703,352,13,12,"R",0,0,"",,
20704,352,808,13,"R",0,0,"",,
20705,352,24,17,"R",0,0,"",,
20706,352,810,21,"R",0,0,"",,
20707,353,4,3,"1",25,55,"48:20.8",42,183.335
20708,353,1,4,"2",18,55,"14.999",42,183.048
20709,353,13,6,"3",15,55,"30.868",44,182.928
20710,353,30,9,"4",12,55,"39.688",43,180.748
20711,353,9,8,"5",10,55,"47.734",45,181.122
20712,353,24,17,"6",8,55,"53.571",45,181.501
20713,353,22,10,"7",6,55,"+1:09.257",45,181.187
20714,353,155,12,"8",4,55,"+1:17.889",42,178.748
20715,353,2,13,"9",2,55,"+1:20.107",42,178.469
20716,353,807,11,"10",1,55,"+1:20.851",43,180.511
20717,353,153,15,"11",0,55,"+1:24.146",43,180.543
20718,353,18,7,"12",0,55,"+1:29.939",42,180.171
20719,353,5,21,"13",0,54,"",43,175.746
20720,353,811,24,"14",0,53,"",30,169.452
20721,353,29,23,"15",0,53,"",36,170.851
20722,353,16,14,"R",0,46,"",40,179.518
20723,353,20,1,"R",0,45,"",44,183.139
20724,353,808,20,"R",0,39,"",39,178.835
20725,353,10,19,"R",0,31,"",29,171.157
20726,353,67,16,"R",0,30,"",27,173.112
20727,353,810,22,"R",0,25,"",25,164.83
20728,353,15,18,"R",0,25,"",20,161.503
20729,353,17,2,"R",0,18,"",18,168.414
20730,353,3,5,"R",0,18,"",18,167.539
20731,354,20,2,"1",25,71,"33:11.8",70,208.828
20732,354,17,3,"2",18,71,"4.243",69,209.493
20733,354,4,5,"3",15,71,"6.807",67,210.038
20734,354,1,4,"4",12,71,"14.634",66,210.049
20735,354,18,11,"5",10,71,"15.593",71,209.819
20736,354,3,13,"6",8,71,"35.32",65,209.107
20737,354,30,8,"7",6,71,"43.456",71,206.229
20738,354,807,1,"8",4,70,"",70,206.873
20739,354,9,7,"9",2,70,"",61,206.388
20740,354,155,12,"10",1,70,"",65,207.529
20741,354,153,14,"11",0,70,"",68,204.932
20742,354,16,22,"12",0,70,"",64,206.84
20743,354,67,19,"13",0,70,"",69,204.285
20744,354,22,6,"14",0,70,"",69,206.207
20745,354,13,9,"15",0,70,"",69,205.925
20746,354,808,10,"16",0,70,"",70,205.503
20747,354,2,15,"17",0,70,"",68,206.644
20748,354,5,20,"18",0,69,"",69,201.039
20749,354,15,18,"19",0,69,"",69,200.636
20750,354,10,17,"20",0,69,"",66,199.657
20751,354,811,24,"21",0,69,"",66,199.565
20752,354,32,23,"22",0,65,"",63,199.67
20753,354,810,21,"N",0,62,"",60,202.071
20754,354,24,16,"R",0,49,"",37,201.616
20755,355,20,1,"1",25,55,"39:36.8",50,196.526
20756,355,1,2,"2",18,55,"10.162",47,197.428
20757,355,18,4,"3",15,55,"11.047",48,196.725
20758,355,3,9,"4",12,55,"30.747",52,196.58
20759,355,9,11,"5",10,55,"39.026",51,196.499
20760,355,808,10,"6",8,55,"43.52",52,195.427
20761,355,4,3,"7",6,55,"43.797",52,195.588
20762,355,17,5,"8",4,55,"44.243",52,195.647
20763,355,153,17,"9",2,55,"50.201",49,194.636
20764,355,13,6,"10",1,55,"50.868",52,194.64
20765,355,2,14,"11",0,55,"51.551",52,194.738
20766,355,22,7,"12",0,55,"57.686",50,194.746
20767,355,16,13,"13",0,55,"58.325",52,194.696
20768,355,155,12,"14",0,55,"59.558",53,194.624
20769,355,67,18,"15",0,55,"+1:03.178",50,194.928
20770,355,807,15,"16",0,55,"+1:04.763",51,195.263
20771,355,5,20,"17",0,54,"",52,189.739
20772,355,810,22,"18",0,53,"",50,188.402
20773,355,811,23,"19",0,53,"",52,188.173
20774,355,32,24,"20",0,53,"",44,187.483
20775,355,15,19,"21",0,51,"",42,188.663
20776,355,10,21,"R",0,43,"",39,187.148
20777,355,30,8,"R",0,0,"",,
20778,355,24,16,"R",0,0,"",,
20779,841,20,1,"1",25,58,"29:30.3",44,212.488
20780,841,1,2,"2",18,58,"22.297",41,211.382
20781,841,808,6,"3",15,58,"30.56",55,211.969
20782,841,4,5,"4",12,58,"31.772",49,213.336
20783,841,17,3,"5",10,58,"38.171",50,213.066
20784,841,18,4,"6",8,58,"54.304",49,212.396
21715,880,13,4,"4",12,58,"33.577",38,211.558
21716,880,1,3,"5",10,58,"45.561",45,212.689
21717,880,17,2,"6",8,58,"46.8",45,212.753
21718,880,16,12,"7",6,58,"+1:05.068",49,210.459
21719,880,814,9,"8",4,58,"+1:08.449",56,210.033
21720,880,18,10,"9",2,58,"+1:21.630",41,211.654
21721,880,154,8,"10",1,58,"+1:22.759",41,211.193
21722,880,815,15,"11",0,58,"+1:23.367",46,212.294
21723,880,818,13,"12",0,58,"+1:23.857",50,213.309
21724,880,821,18,"13",0,57,"",32,208.836
21725,880,822,16,"14",0,57,"",42,210.594
21726,880,824,19,"15",0,57,"",52,211.055
21727,880,819,22,"16",0,56,"",55,206.921
21728,880,820,20,"17",0,56,"",49,207.036
21729,880,823,21,"18",0,56,"",39,206.084
21730,880,817,14,"R",0,39,"",33,210.063
21731,880,3,6,"R",0,26,"",18,206.926
21732,880,813,17,"R",0,24,"",12,205.465
21733,880,807,11,"W",0,0,"",,
21734,881,20,1,"1",25,56,"38:56.7",45,198.661
21735,881,17,5,"2",18,56,"4.298",45,198.19
21736,881,1,4,"3",15,56,"12.181",32,197.57
21737,881,3,6,"4",12,56,"12.64",44,198.052
21738,881,13,2,"5",10,56,"25.648",50,199.937
21739,881,154,11,"6",8,56,"35.564",37,197.131
21740,881,8,10,"7",6,56,"48.479",37,196.079
21741,881,807,12,"8",4,56,"53.044",46,198.107
21742,881,815,9,"9",2,56,"+1:12.357",56,201.159
21743,881,818,17,"10",1,56,"+1:27.124",45,198.571
21744,881,822,18,"11",0,56,"+1:28.610",54,196.845
21745,881,821,14,"12",0,55,"",54,197.711
21746,881,824,19,"13",0,55,"",47,194.827
21747,881,819,20,"14",0,55,"",51,193.845
21748,881,823,22,"15",0,55,"",44,193.441
21749,881,820,21,"16",0,54,"",44,193.454
21750,881,18,7,"17",0,53,"",43,198.444
21751,881,817,13,"18",0,51,"",35,194.527
21752,881,813,16,"R",0,45,"",34,192.865
21753,881,16,8,"R",0,27,"",24,194.129
21754,881,814,15,"R",0,22,"",19,193.559
21755,881,4,3,"R",0,1,"",,
21756,882,4,3,"1",25,56,"36:26.9",46,197.21
21757,882,8,2,"2",18,56,"10.168",51,196.324
21758,882,1,1,"3",15,56,"12.322",50,196.273
21759,882,20,9,"4",12,56,"12.525",53,202.706
21760,882,18,8,"5",10,56,"35.285",56,200.122
21761,882,13,5,"6",8,56,"40.827",55,195.68
21762,882,817,7,"7",6,56,"42.691",55,195.766
21763,882,814,11,"8",4,56,"51.084",55,196.038
21764,882,154,6,"9",2,56,"53.423",55,195.137
21765,882,807,10,"10",1,56,"56.598",31,195.007
21766,882,815,12,"11",0,56,"+1:03.860",55,193.754
21767,882,818,15,"12",0,56,"+1:12.604",56,195.965
21768,882,822,16,"13",0,56,"+1:33.861",53,199.832
21769,882,813,14,"14",0,56,"+1:35.453",54,194.354
21770,882,824,18,"15",0,55,"",35,193.265
21771,882,819,20,"16",0,55,"",48,192.393
21772,882,820,19,"17",0,55,"",39,192.429
21773,882,823,21,"18",0,55,"",42,191.717
21774,882,3,4,"R",0,21,"",7,189.823
21775,882,17,22,"R",0,15,"",12,189.754
21776,882,16,13,"R",0,5,"",3,188.223
21777,882,821,17,"R",0,4,"",2,187.292
21778,883,20,2,"1",25,57,"36:00.5",55,200.938
21779,883,8,8,"2",18,57,"9.111",57,198.476
21780,883,154,11,"3",15,57,"19.507",52,199.567
21781,883,814,5,"4",12,57,"21.727",57,198.128
21782,883,1,9,"5",10,57,"35.23",48,198.395
21783,883,815,12,"6",8,57,"35.998",41,198.984
21784,883,17,7,"7",6,57,"37.244",52,197.684
21785,883,4,3,"8",4,57,"37.574",41,200.436
21786,883,3,1,"9",2,57,"41.126",48,199.647
21787,883,18,10,"10",1,57,"46.631",49,199.33
21788,883,813,17,"11",0,57,"+1:06.450",57,196.875
21789,883,807,14,"12",0,57,"+1:12.933",43,197.258
21790,883,16,6,"13",0,57,"+1:16.719",44,200.712
21791,883,822,15,"14",0,57,"+1:21.511",57,198.419
21792,883,13,4,"15",0,57,"+1:26.364",42,197.12
21793,883,817,13,"16",0,56,"",51,195.655
21794,883,819,18,"17",0,56,"",37,195.72
21795,883,821,22,"18",0,56,"",45,198.399
21796,883,824,19,"19",0,56,"",50,197.286
21797,883,820,21,"20",0,56,"",50,196.246
21798,883,823,20,"21",0,55,"",49,196.138
21799,883,818,16,"R",0,16,"",4,188.96
21800,884,4,5,"1",25,66,"39:16.6",53,193.329
21801,884,8,4,"2",18,66,"9.338",47,193.16
21802,884,13,9,"3",15,66,"26.049",56,193.971
21803,884,20,3,"4",12,66,"38.273",55,192.541
21804,884,17,7,"5",10,66,"47.963",55,192.583
21805,884,3,1,"6",8,66,"+1:08.020",56,191.321
21806,884,814,10,"7",6,66,"+1:08.988",55,193.117
21807,884,18,14,"8",4,66,"+1:19.506",55,190.524
21808,884,815,8,"9",2,66,"+1:21.738",55,192.066
21809,884,817,11,"10",1,65,"",55,190.252
21810,884,821,19,"11",0,65,"",56,194.37
21811,884,1,2,"12",0,65,"",53,190.659
21812,884,16,13,"13",0,65,"",38,193.59
21813,884,813,17,"14",0,65,"",56,190.759
21814,884,807,15,"15",0,65,"",58,193.541
23354,967,8,3,"R",0,19,"",12,174.596
23355,967,828,20,"R",0,11,"",11,169.97
23356,967,154,7,"W",0,0,"",,
23357,968,1,1,"1",25,55,"38:04.0",37,190.174
23358,968,3,2,"2",18,55,"0.439",33,189.95
23359,968,20,5,"3",15,55,"0.843",43,192.756
23360,968,830,6,"4",12,55,"1.685",36,190.084
23361,968,817,3,"5",10,55,"5.315",29,190.624
23362,968,8,4,"6",8,55,"18.816",35,190.127
23363,968,807,7,"7",6,55,"50.114",31,188.717
23364,968,815,8,"8",4,55,"58.776",30,189.972
23365,968,13,10,"9",2,55,"59.436",33,189.206
23366,968,4,9,"10",1,55,"59.896",50,191.343
23367,968,154,14,"11",0,55,"+1:16.777",45,190.477
23368,968,821,13,"12",0,55,"+1:35.113",45,188.754
23369,968,839,20,"13",0,54,"",46,188.29
23370,968,836,16,"14",0,54,"",26,188.368
23371,968,828,22,"15",0,54,"",40,188.242
23372,968,831,19,"16",0,54,"",44,188.117
23373,968,835,15,"17",0,54,"",46,189.134
23374,968,832,21,"R",0,41,"",30,187.58
23375,968,826,17,"R",0,14,"",13,183.853
23376,968,18,12,"R",0,12,"",4,183.851
23377,968,822,11,"R",0,6,"",4,185.413
23378,968,825,18,"R",0,5,"",4,184.108
23379,969,20,2,"1",25,57,"24:11.7",53,220.351
23380,969,1,1,"2",18,57,"9.975",44,219.351
23381,969,822,3,"3",15,57,"11.25",56,220.465
23382,969,8,4,"4",12,57,"22.393",56,220.605
23383,969,830,5,"5",10,57,"28.827",43,219.525
23384,969,13,7,"6",8,57,"+1:23.386",49,216.83
23385,969,815,10,"7",6,56,"",56,216.115
23386,969,832,8,"8",4,56,"",53,217.74
23387,969,826,9,"9",2,56,"",51,220.165
23388,969,839,13,"10",1,56,"",55,215.776
23389,969,807,11,"11",0,56,"",55,215.749
23390,969,841,16,"12",0,55,"",51,214.378
23391,969,838,18,"13",0,55,"",53,213.448
23392,969,4,12,"R",0,50,"",48,211.938
23393,969,825,17,"R",0,46,"",46,218.011
23394,969,840,20,"R",0,40,"",38,213.569
23395,969,817,0,"R",0,25,"",21,213.431
23396,969,828,14,"R",0,21,"",18,207.391
23397,969,835,19,"R",0,15,"",6,207.069
23398,969,154,6,"R",0,13,"",12,211.689
23399,970,1,1,"1",25,56,"37:36.2",44,205.745
23400,970,20,2,"2",18,56,"6.25",40,205.648
23401,970,830,16,"3",15,56,"45.192",31,202.886
23402,970,817,5,"4",12,56,"46.035",36,202.741
23403,970,8,4,"5",10,56,"48.076",42,204.406
23404,970,822,3,"6",8,56,"48.808",41,204.734
23405,970,832,11,"7",6,56,"+1:12.893",30,201.478
23406,970,825,12,"8",4,55,"",35,201.209
23407,970,815,8,"9",2,55,"",55,203.288
23408,970,839,17,"10",1,55,"",55,202.23
23409,970,154,19,"11",0,55,"",50,201.162
23410,970,807,7,"12",0,55,"",36,200.21
23411,970,835,20,"13",0,55,"",47,199.871
23412,970,13,6,"14",0,55,"",50,203.33
23413,970,828,14,"15",0,55,"",50,196.763
23414,970,4,13,"R",0,33,"",31,197.23
23415,970,826,9,"R",0,18,"",18,196.059
23416,970,838,15,"R",0,17,"",15,193.412
23417,970,841,18,"R",0,3,"",,
23418,970,840,10,"R",0,0,"",,
23419,971,20,3,"1",25,57,"33:53.4",36,207.652
23420,971,1,2,"2",18,57,"6.66",46,209.952
23421,971,822,1,"3",15,57,"20.397",33,207.076
23422,971,8,5,"4",12,57,"22.475",55,207.887
23423,971,817,4,"5",10,57,"39.346",42,208.387
23424,971,13,8,"6",8,57,"54.326",39,206.705
23425,971,815,18,"7",6,57,"+1:02.606",39,205.933
23426,971,154,9,"8",4,57,"+1:14.865",33,205.198
23427,971,807,7,"9",2,57,"+1:20.188",40,204.286
23428,971,839,14,"10",1,57,"+1:35.711",39,204.7
23429,971,836,13,"11",0,56,"",43,201.301
23430,971,826,11,"12",0,56,"",45,205.118
23431,971,835,10,"13",0,56,"",43,203.901
23432,971,4,15,"14",0,54,"",47,203.809
23433,971,828,19,"R",0,50,"",35,204.9
23434,971,832,16,"R",0,12,"",8,198.755
23435,971,840,12,"R",0,12,"",10,202.311
23436,971,830,6,"R",0,11,"",4,201.52
23437,971,825,20,"R",0,8,"",6,197.362
23438,971,838,17,"R",0,0,"",,
23439,972,822,3,"1",25,52,"28:08.7",49,216.221
23440,972,20,1,"2",18,52,"0.617",49,216.343
23441,972,8,2,"3",15,52,"11",49,217.388
23442,972,1,4,"4",12,52,"36.32",18,213.955
23443,972,830,7,"5",10,52,"+1:00.416",47,213.888
23444,972,815,9,"6",8,52,"+1:26.788",51,213.385
23445,972,839,10,"7",6,52,"+1:35.004",50,213.203
23446,972,807,8,"8",4,52,"+1:36.188",52,213.912
23447,972,13,6,"9",2,51,"",45,214.317
23448,972,832,14,"10",1,51,"",51,212.96
23449,972,840,11,"11",0,51,"",50,212.934
23450,972,826,12,"12",0,51,"",50,214.168
23451,972,825,13,"13",0,51,"",40,211.445
23452,972,838,20,"14",0,51,"",47,210.971
23453,972,828,18,"15",0,51,"",48,210.875
23454,972,836,17,"16",0,50,"",37,208.604
23455,972,817,5,"R",0,5,"",4,205.824
23456,972,835,16,"R",0,0,"",,
23457,972,154,19,"R",0,0,"",,
23458,972,4,15,"W",0,0,"",,
17675,731,454,7,"4",3,32,"+2:06.6",,
17676,731,341,11,"5",2,31,"",,
17677,731,356,15,"6",1,30,"",,
17678,731,430,13,"7",0,30,"",,
17679,731,427,16,"8",0,30,"",,
17680,731,376,18,"9",0,29,"",,
17681,731,346,17,"10",0,29,"",,
17682,731,436,19,"11",0,16,"",,
17683,731,401,3,"R",0,25,"",,
17684,731,435,6,"R",0,25,"",,
17685,731,386,9,"R",0,22,"",,
17686,731,408,10,"R",0,22,"",,
17687,731,360,2,"R",0,19,"",,
17688,731,418,8,"R",0,13,"",,
17689,731,404,5,"R",0,8,"",,
17690,731,394,14,"R",0,3,"",,
17691,731,364,0,"W",0,0,"",,
17692,731,459,0,"W",0,0,"",,
17693,731,453,0,"W",0,0,"",,
17694,731,460,0,"W",0,0,"",,
17695,731,456,0,"W",0,0,"",,
17696,731,461,0,"W",0,0,"",,
17697,731,347,0,"W",0,0,"",,
17698,732,364,6,"1",9,54,"07:05.5",,
17699,732,408,11,"2",6,53,"",,
17700,732,386,10,"3",4,52,"",,
17701,732,360,3,"4",3,51,"",,
17702,732,341,5,"5",2,51,"",,
17703,732,430,17,"6",1,51,"",,
17704,732,427,13,"7",0,50,"",,
17705,732,401,12,"8",0,48,"",,
17706,732,289,2,"9",0,44,"",,
17707,732,347,9,"R",0,43,"",,
17708,732,373,1,"R",0,34,"",,
17709,732,453,16,"R",0,28,"",,
17710,732,456,14,"R",0,21,"",,
17711,732,418,7,"R",0,15,"",,
17712,732,356,4,"R",0,11,"",,
17713,732,346,15,"R",0,6,"",,
17714,732,404,8,"R",0,1,"",,
17715,732,397,0,"W",0,0,"",,
17716,732,459,0,"W",0,0,"",,
17717,732,462,0,"W",0,0,"",,
17718,732,446,0,"W",0,0,"",,
17719,732,437,0,"W",0,0,"",,
17720,733,373,1,"1",9,75,"26:20.8",,
17721,733,341,2,"2",6,75,"49.2",,
17722,733,360,4,"3",4,75,"+1:44.8",,
17723,733,289,5,"4",3,75,"+1:56.8",,
17724,733,356,9,"5",2,74,"",,
17725,733,408,13,"6",1,74,"",,
17726,733,418,14,"7",0,74,"",,
17727,733,401,10,"8",0,74,"",,
17728,733,364,6,"9",0,73,"",,
17729,733,453,15,"10",0,72,"",,
17730,733,438,19,"11",0,71,"",,
17731,733,437,16,"12",0,71,"",,
17732,733,386,8,"13",0,70,"",,
17733,733,430,17,"14",0,69,"",,
17734,733,463,20,"15",0,64,"",,
17735,733,404,3,"16",0,61,"",,
17736,733,403,12,"R",0,47,"",,
17737,733,456,11,"R",0,35,"",,
17738,733,347,7,"R",0,27,"",,
17739,733,455,21,"R",0,11,"",,
17740,733,464,18,"R",0,6,"",,
17741,733,465,0,"W",0,0,"",,
17742,733,427,0,"W",0,0,"",,
17743,733,436,0,"W",0,0,"",,
17744,733,465,0,"W",0,0,"",,
17745,733,346,0,"W",0,0,"",,
17746,734,289,2,"1",9,15,"38:45.3",,
17747,734,341,4,"2",6,15,"2.5",,
17748,734,364,1,"3",4,15,"4.4",,
17749,734,373,3,"4",3,15,"42.1",,
17750,734,360,5,"5",2,15,"+1:19.6",,
17751,734,454,10,"6",1,15,"+1:23.8",,
17752,734,347,6,"7",0,15,"+4:37.3",,
17753,734,386,7,"8",0,15,"+5:00.1",,
17754,734,408,23,"9",0,15,"+5:07.0",,
17755,734,394,13,"10",0,15,"+8:14.7",,
17756,734,437,16,"11",0,15,"+8:15.3",,
17757,734,346,17,"12",0,15,"+8:15.5",,
17758,734,430,8,"13",0,15,"+9:11.8",,
17759,734,466,14,"14",0,14,"",,
17760,734,425,15,"15",0,14,"",,
17761,734,376,25,"16",0,14,"",,
17762,734,453,21,"R",0,10,"",,
17763,734,403,12,"R",0,9,"",,
17764,734,356,24,"R",0,9,"",,
17765,734,465,19,"R",0,7,"",,
17766,734,456,9,"R",0,4,"",,
17767,734,427,11,"R",0,4,"",,
17768,734,385,18,"R",0,4,"",,
17769,734,461,20,"R",0,4,"",,
17770,734,428,22,"R",0,2,"",,
17771,734,401,26,"R",0,0,"",,
17772,734,464,0,"F",0,0,"",,
17773,734,455,0,"F",0,0,"",,
17774,734,463,0,"F",0,0,"",,
17775,734,445,0,"F",0,0,"",,
17776,734,459,0,"W",0,0,"",,
17777,735,289,2,"1",9,86,"29:08.4",,
17778,735,386,3,"2",6,86,"29.8",,
17779,735,360,4,"3",4,86,"57.8",,
17780,735,435,10,"4",3,86,"58.2",,
17781,735,394,18,"5",2,86,"+1:31.3",,
17782,735,347,9,"6",1,85,"",,
